review_id,user_id,business_id,stars,useful,funny,cool,text,date
nNiaEbKArM6QxgDFDNFL-Q,oF20BNxcphfedn93Nfwd9w,h5WHp4sVy7v1ezQ95Q5Aqg,4,0,0,0,"I like this place. Came here during regular dinner hours a few times and the food was delicious, I love the fact that they only offer local products (something I've never seen before) and I enjoyed the atmosphere.",2012-09-17 15:15:16
GIAon_RrMeK12jpasmbw0Q,85-wdh2lHxr5VgQQCy0KuA,h5WHp4sVy7v1ezQ95Q5Aqg,2,0,0,0,"The food itself was very tasty.  If that was the only part of the the review they would have done better.  They offered outside dining, which was nice, but I think they forgot about us.  Let me list the reasons why the service sucked.
1 - Never got a refill on my beverage, or asked if I wanted one.
2 - Never had my water refilled, was finally asked after I finished my meal.
3 - Friend asked for more water and it took asking a second time asking after waiting 20 minutes.
4 - Food was not served together, I was done with my meal before my wife even got hers.
5 - It took 45 minutes after we finished eating to get our check, and this was after we got tired of waiting and walked up to the register.
6 - Our appetizers were rather thrown down on the table nearly knocking over a drink.
7 - We had to flag our server down at least 3 times.

For $22 on average for an entree, I would expect better service.  I can goto a Dennys/IHOP and get better service.

Again, the food, awesome.  Service, EH.  I would not go back.",2012-05-31 12:57:43
O3QxvXcMcCN6YYfovoDUAQ,oSeE_p_gYxI82APPWJhJjg,TCdNYh5tdjoNmA1WMx3ZPg,4,3,0,2,"I went to the side parlor with ice cream and coffee. They had a very good selection of coffee's including some Ethiopian that either the owner or relative of the server recommended. The place reminded me a lot of the stores I used to frequent in Little Italy back on Taylor St. The coffee was really good and only a buck! Crazy! I'll be back for more coffee and some ice cream. That is if I have any money left after going to Beautiful World Syndicate, which is right next door.......",2008-08-25 06:04:07
w9wsebRAEPMGofTYHTVbkw,n-lBS02-3yvlY5Q91mmwDA,Bf1cdbdHXi8Omlkc7KShkg,5,0,0,0,"It's Americanized Thai, but superb nonetheless.  Upstairs is the Dragon's Den, one of my alltime favorite bars.  Mister T is the owners name, and if you see him lurking around in a baseball cap, say hello.  Pad Tai is awesome and huge, and anything with cashews is a hit.  You can get food upstairs too, but there's a 15% surcharge added.  They have the original (asian) Red Bull!  It's better!",2005-07-10 06:42:26
c7RAhcch2lYXYNtGXrH_eg,tyzOtnLsU1aOJCs9qjb9NA,h5WHp4sVy7v1ezQ95Q5Aqg,1,1,0,0,I wanted to give a better review BUT we went for Easter Brunch. Unfortunately they had a special menu that had few choices.  The strata had obviously been over cooked the day before and was so dry the lady at the next table asked for gravy. The potatoes were under cooked and the biscuits and gravy were skimpy.,2012-04-09 03:38:34
mf_0k6I03YbmucQUa8eaAg,9CWr1HukCWdjW-5zTCXVIA,x2J-YIFeGZ-nsezzooVA9g,4,2,0,2,"For private dining only....

I was planning a business lunch to demo some of my company's products.  You know, it's hard to plan lunch for 30 people in a city you've only visited that's more than 3000 miles away.  But it was pretty easy at Twenty 21.  

My coworker who lives in Philly recommended it, but she'd never been before.  Brenda and her staff made everything really easy.  The room isn't completely private - so we were afraid that the lunch crowd noise would feed over - but no worries.  They have 3 options of private dining menus - with meat, veggie, and non-redmeat options.  Reports from the team who went to the lunch was that this was the 2nd best meal of the 5 they had.

But how do I really know that Twenty 21 is a great place for events?  My notoriously hard to please coworker in Philly - used it last week for a graduation dinner for her daughter...that says enough for me :)",2007-06-12 23:52:12
FjJjLx0ngF2MKa-bvm6Rdg,jK_SY5ciS1IL82Cf3Ed1_w,TCdNYh5tdjoNmA1WMx3ZPg,1,3,0,2,"I would love to give you a review of the food at Roselena's. I really would. I went in this afternoon and ordered a chicken panini sandwich to go, and I sat down and patiently waited. The inside is very kitschy and has a 50's diner throwback feeling; it seemed like fun and I thought perhaps I would return for a meal.

About ten minutes later I some people came in and over the course of the next several minutes not one, not two, not three - FOUR different employees asked me if I had been helped. I believe one of them was the titular Roselena.

After another FIVE minutes I asked someone if they could check up on my order to see what was going on. He disappeared and came back to say it would be ""2 minutes."" The perhaps-she-was-Roselena woman said that the delay was probably because of a change in shifts.

Five minutes later, after a total of 25 minutes of waiting (which was easy to clock because a TV showing an episode of ""King of Queens"" went through an entire episode while I was there,) I left. Roselena-lady asked me if I was going. I said ""Well, I ordered just one sandwich and it's been almost half an hour. I think that's unreasonable. But thank you.""

She seemed very irritated, but more over the loss of money than my having been treated badly. She did not apologize.

So like I said - I'd love to tell you all about how great the food at Roselena's was. But I never will be able to, because I never got any, and I don't give second chances.",2008-05-22 01:18:29
j4ez8Ku-bnYSbueYqjdIIw,JO-TAho37FMf7pKSSkeaDQ,x2J-YIFeGZ-nsezzooVA9g,4,3,0,2,"I am one of the few reviewers to have gone when it wasn't Restaurant Week.   I'm pleased to say that the service here is what you should expect from a fine dining restaurant including the ever so fancy amuse bouche.

The entree pairings were  unique and the servers were excited to educate you about them.  For instance, as a complement to my tuna I had purple rice , which was new to me.  The server was happy to tell me it came from Japan and brought me out a plate of what it looks like dried, even suggested where to purchase some.  

There is a lot of space in the restaurant and the servers keep their distance so it is a great place for a business dinner.  For those of you who are not so fortunate to expense this dinner, with entrees costing about $30 ea, you may find pleasure in knowing two tidbits:
1) Tuesdays are BYOB nights 
2)  Fridays have $35 three course menus

If you are going with someone who is handicapped, I'd suggest calling ahead because the restrooms are on the second floor and I did not see an elevator.",2008-06-05 14:26:07
wgN5BM0s0KVgjzRgbycAIw,v8v5sqR7fz_W6PdbC-M8_A,h5WHp4sVy7v1ezQ95Q5Aqg,4,0,0,0,I have had 2 meals at this restaurant and both were delicious.  The most memorable was in the summer on their patio-it was quaint and our waitress was helpful and treated us to a complimentary beer tasting.  I gave my dad a gift certificate for Christmas because we really enjoyed our visits.,2012-01-07 04:17:52
CdhIVESWiVgpuhL4rIKHCw,YP5KLrZbCUcPUTKnzM1JfQ,mFE9V6LPpsDRUQLEBsBRRA,4,1,0,0,"I have been ordering from here for quite a while.  I'm a big fan of their hot and sour soup and everything I've order from here has been great.  The people have never been rude and I've had no problem paying with credit card.  Now true the China House is only a block away, but the last time I went in there one of the employees was standing over the food and started flossing her teeth!!!  I couldn't believe it, I told her what she was doing was totally unsanitary but she disregarded what I was saying.  So I got a refund and went down the street to Pearl of East where I have been happy.  Plus China House's hot and sour soup is very thick and sweet.",2013-03-10 21:33:26
uA3Enk_S5vTc4hXwDFYRKg,wk8L834MWLhBucZ-KLlA_A,h5WHp4sVy7v1ezQ95Q5Aqg,1,2,0,1,"This place needs help!  Attended a Mother's Day Brunch and they offered a special set priced menu.  Every food item we ordered they were out of!  The server took 45 minutes between clearing our entrees before we ordered dessert before telling us, they were, guess what? yes, that's right, out of dessert!

We had a reservation scheduled two weeks prior and felt it was inexcusable to be out of food items offered on a set menu!  The service was incredibly slow and I just have to say, I'm extremely proud of our children for sitting so patiently and well-behaved for a nearly 3 hour underwhelming brunch.",2012-05-14 14:37:08
eYMqp2_S2ChGnLwrUlyZEw,LWAd8A8mu1V6WlR3CEzN8w,mFE9V6LPpsDRUQLEBsBRRA,5,0,0,0,"Standard Chinese takeout place with some decent food. The generals chicken is a must have, just the right combination of spice and sweet. The BBQ ribs are dry but very delicious. Delivery is comparatively fast during non rush hours. Lunch specials are great deals.",2013-04-01 17:29:58
nmqlUPLAcWAyvZ5NSotNkw,_f_QFxZ4F3Xn82EfIrpeUQ,VlrSuulqTFeQfV2PToJGvg,3,1,0,0,"Decent food, not the best Chinese food I have ever had, but decent. The food does always seem fresh, then again every time I have been it has been lunch time. I can't rate the service since this a buffet. Overall, just reliable Chinese food.",2011-07-21 02:19:14
zYAC1wNbdM5bCoAwrdMfqg,LrKCYP9oWemDMNCAYEYQKA,mFE9V6LPpsDRUQLEBsBRRA,1,2,2,0,"These people are rude.  I called to ask if they accept credit cards and after answering with a curt ""No."" they hung up on me, not waiting to see if I had cash (which I did actually, I just didn't want to use it).  I have never seen more disregard for business as these people.",2010-04-10 00:36:10
94iQGpD5K-36KnJVc7ZE7w,0fyFXquKQaoCo7lWpJUHYg,h5WHp4sVy7v1ezQ95Q5Aqg,4,0,0,0,"This was my first visit.  They have very creative selections on the Sunday brunch menu.  Subscribe to the mailing list for some great freebies like free Mimosa's.  Overall the quality of the food was excellent,also the waitstaff was very cordial, enteraining, and responsive if not slightly slow on beverage delivery.",2011-11-12 05:14:59
XGoWHIFn2ktNpdLcEl0kpQ,6O0MxTs3Pzzj5cXSHgYmrw,TCdNYh5tdjoNmA1WMx3ZPg,4,0,0,0,"I haven't been to the restaurant portion but I love the fountain/gift shop.  It's almost too cute. Almost.  They have this retro ice-cream parlour atmosphere with a quick breakfast/sandwich shop menu and loads of nick-nacks, minature classic cars, coffee paraphernalia and other stuff that makes it look like something that should have existed in the fifties.  The reason it works is because of its location. East Passyunk is a bit like a time warp itself, so having this anachronism tucked away on this street is perfect.

The fountain-side food was good and relatively inexpensive.  I had a egg and potato sandwich that came with chicken soup.  Yum!  They also have old fashioned sodas that have no high-fructose corn syrup.  Extra yum! The ice-cream also looks pretty kick-ass.",2007-02-19 21:12:23
BzYpsH1L8lKXU4kpJSAmdQ,LWAd8A8mu1V6WlR3CEzN8w,mFE9V6LPpsDRUQLEBsBRRA,4,0,0,0,"I love the chinese food here, it's delicious.

sometimes the packaging is kinda cheap, but the food is great.",2010-09-04 19:28:29
RA5A6cWY_MA6hi9yrvTalQ,uCuCpel52KyMGbtx5ijsnA,VlrSuulqTFeQfV2PToJGvg,2,1,0,0,"Used to be Best Chinese in Z'hills. til these new owners came in 2 years ago.  Been going down hill ever since.  They let the long time servers go so friendly atmosphere is gone.  They can never keep food at a constant temp. and argue with you if you mention somthing is cold.  My family n friends have stopped going there.  Snowbirds like it cause of cheap price, that's only thing keeping them going.",2014-12-29 01:17:17
OCwZFS_mxcDINbUtfCZRMQ,nCa9NIiVMPKdpctJpoBtCQ,VlrSuulqTFeQfV2PToJGvg,4,0,0,0,Another place ive been growing up. Its a family meeting place often. They have good buffet food and very nice friendly wait staff. DOnt hesitate to try this place.,2013-01-23 02:23:28
c2VQR1o1lDjTQDfEY92DDw,PtV5WTqecjLZsm5_1Sjauw,WMGc5a7s6K5xX9JPTiRppQ,2,1,0,0,"I've gone there once and the rest of the reviewers are right, it's decent.  But does anyone know what is going on over there?  I have called on two different occasions to put an order in and no one has answered! Does anyone know if they have closed?",2008-03-14 16:52:08
K6nnnnUdNdGXKRg_3aF8Yw,bd7GhnvPGLjYNozW2EuLhA,TCdNYh5tdjoNmA1WMx3ZPg,5,3,0,3,"I took my grandmother here for lunch for her birthday and she LOVED it, as did I. My grandmother is allergic to tree nuts and told the waitress and immediately the owner came out and assured my g-mom that she would hand make my g-mom's lunch. AMAZING!

I also go fairly often for the ice cream in the cute side parlor. It's nice to stroll around on E. Passyunk.",2008-04-25 16:04:42
syKJlyYg21LDXlNDOXXisw,ia-JPLq-_Cwaj5G1sHi8Kw,mFE9V6LPpsDRUQLEBsBRRA,2,0,0,0,"Delivery was free and fast. Dumplings were good, but the rest of the order was subpar. Significantly worse than China House, which is located only a block or two away (though CH does not deliver).",2011-01-25 12:30:33
E87ZIdRdxBQmfLhVePVBLQ,Zqu-tMR9CHjA44sU7I5bXA,TCdNYh5tdjoNmA1WMx3ZPg,5,1,0,2,"If my grandma was white, then this place would be in my childhood memories. I absolutely adored the Victorian decor and jazz playing through-out the establishment. Freakin' cute. It's classy and not cheesy which is quite a feat to pull off when decorating in a retro theme. The kind of place where you should be drinking tea with your pinkies up. I loved it!

My cousins and I stopped in for dessert and coffee. I ordered the vanilla canolli and my cousin ordered this berry torte (that looked like a glorified cinnamon bun.) The treats were delicious! And the rainforest blend coffee (while I only had a sip) was quite good too!

I hope this place doesn't change as I would love to dine here again the next time I'm in Philly.",2007-03-30 16:31:27
SaP6xjya5TvDCm6e-ll5_Q,rjD5JDrDndu0vZvUhnnA7g,TCdNYh5tdjoNmA1WMx3ZPg,4,2,0,1,"[I haven't dined @ Roselena's, so I'll refer only to the front area.] Roselena's takes the coffee house concept and pimps it out. The Roselena's Italian blend coffee is one of my favorite cups in Philly, and you can't not get excited when you walk in the door and see a sheet of cookies just out of the oven. I love the mint-chocolate-something else biscotti. Love it. Most coffee shops really just sell atmosphere---with a bunch of stuff from other peoples' bakeries. Roselena's has it all, including its own delicious baked goods.",2007-03-15 17:53:43
Q4yihRpKNXpa4nEcm547mA,byaoTjibBpqaY555ceom0g,h5WHp4sVy7v1ezQ95Q5Aqg,1,1,0,1,"Two experiences.  First one yielded slow and confused service, entrees that were no longer hot, and ""entertainment"" that was so poor it was embarrassing.  Okay, everyone gets a second chance.  That visit was marked by inadequately trained wait staff, very slow food service, the ""we're out of that"" excuse on three selections, food that was cold, and entrees (for two people) that arrived 15 minutes apart.  The restaurant has great potential, really!   The chef knows the food part, what is lacking is trained staff, prompt delivery of hot food, adequate inventory of food, and management of the front and back of the house.  Sorry, no third chance.",2012-08-08 18:44:05
_UrZNh3W-2sT5oYPF_BaVg,IxjJVifP8eQ7ZWbJOse48A,mFE9V6LPpsDRUQLEBsBRRA,5,0,0,0,My all time favorite Chinese food!  This food is even better than going to Race St Chinatown! I have yet to have anything I haven't liked.  Fast and friendly service too,2018-01-27 01:10:05
mTNbD1YLGXFrxsEt-qVELA,kasmvaa7oJgXejoRXHSmlQ,mFE9V6LPpsDRUQLEBsBRRA,3,2,0,1,"I've ordered here a few times now.  Food wise, everything has been positive, generally.  Their egg rolls, pizza rolls, etc. are really small though, compared to other places.  That's my only issue with the food thus far.

I saw other reviewers stated they had issues with using a credit card.  I have always ordered through Grub Hub,  with a credit card, and never had an issue.  They deliver surprisingly quick, by Chinese food standards.",2013-07-09 07:47:14
frUGPt4hokCS2-ZviZ1wDw,xPyQ6_3uV9CSEc9vi-E11g,h5WHp4sVy7v1ezQ95Q5Aqg,5,1,0,0,"Had a great lunch.They offer a seasonal menu. Tasty sandwiches with a wide variety of sides, soups, salads and specials of the day. Nice atmosphere with cozy rooms. Service was very good.  The only complaint was they were out of lemons for tea.  All that would of taken was a run to the grocery store.",2011-10-21 03:55:41
_xL95OlFia8rsqh0-PA0Og,1RbEoSVMnW-eYDWogJR-Bg,VlrSuulqTFeQfV2PToJGvg,3,0,0,0,"This is a fair priced Chinese restaurant, with flavourful foods. Your experience may very depending on the time of day, or the flow of customers, but my experience with my grilfriend has been great. Serve yourself, eat, and be jolly.",2015-09-20 16:38:00
ktHPk33SB5EP27oS3qBPBQ,1OSARXZ-t1RDY2JgbLY_oQ,TCdNYh5tdjoNmA1WMx3ZPg,4,2,0,1,"I've been to the restaurant part of Roselena's, as well as the ice cream parlor part. I wasn't really impressed with their lunch menu - it was kind of expensive for what they were offering, and it wasn't anything spectacular. Plus, the wait for our food was pretty long and we were the only people there. 
My recommendation is to hit up the ice cream part. They have pastries and such too, and tons of different flavors of ice cream.",2007-11-05 18:00:45
IQJmqcry3JmrNM7BZLgWSg,FVHBLybgA7CtQrDKCDsRWg,mFE9V6LPpsDRUQLEBsBRRA,1,1,0,0,"The people who answer the phone are rude. I ordered Beef Stick. Well the meat was literally rotten. I called and they said"" We sell them all the time they are not rotten"". No I took a bite and it is rotten. Now the man became adjutated and down right ignorant. I told him the food is bad, not taste bad unedible because it has spoiled. He said he would give me a credti. I said great put it back on my credit card. He then starts with the rude again. ""NO YOU HAVE TO BRING BEEF STICK TO RESTURANT OR WE NOT CREDIT BACK!"" I was like what. He said it again. i will no longer be doin busy this is place. There are too many places around to deal with ignorant people servving spoiled food.",2014-02-22 22:08:05
Ugf_5ftoTkMKitWUPsFgRg,hqXIVGbvSaol5uQsS-Wsqg,x2J-YIFeGZ-nsezzooVA9g,3,5,0,4,"I went here for Restaurant Week last night. The atmosphere was very nice, the tables were not on top of each other and it wasn't over-crowded (especially during Restaurant Week), which was nice! The decor was classy too, ambience is always a big thing for me.  The food was pretty much just OK. The experience was very mediocre, and I don't think I would go back when there are so many other restaurants in the city to try. The only thing I might consider going back for is the 3 course $35 meal offered on Friday nights.",2008-02-01 17:46:21
FXzbDn4xlxabFy3L_NwyhA,JxTaqAsnHILfm_az-599JA,h5WHp4sVy7v1ezQ95Q5Aqg,4,0,0,0,"Food was excellent and service of attentive.  Only complaints are that they were out of some menu items even though it was only 6:00 on a Saturday.  Waiter was helpful and worked us in on the patio despite our reservation being for the dining room.  Patio is beautiful but a little close to a busy road.  Again, the food was great so we enjoyed our dinner!",2012-08-12 16:44:39
OcB7Et_7rftoSAgdtFPFjg,kS1MQHYwIfD0462PE61IBw,WMGc5a7s6K5xX9JPTiRppQ,4,0,0,0,"new management as of awhile back.  selection was large, focused on south indian food.  hours could be varied.",2007-08-26 03:40:02
UKerlAgOgHb54uMU7xvHCg,yiZjOYygKS1PvSPmM4_zSQ,VlrSuulqTFeQfV2PToJGvg,4,0,0,0,"This is great place to eat; almost all of the food is tasty all the time, but every so often something disappoints. Even so, don't let that stop you from eating here. The price can't be beat, and there is no pressure to eat and leave like some AYCE Chinese places.",2014-02-23 16:33:29
SIUgYzoM5LS3_SLnLWbTtg,VegQsi_kJKltLDzhpy78bQ,mFE9V6LPpsDRUQLEBsBRRA,2,0,1,0,So far its been like three weeks ago since I ordered from this restaurant and low and behold I finally received my pineapple that I should've got then when I ordered it . Just so happens my boyfriend orders his Chinese food because he didn't feel like cooking dinner tonight so as I was writing a review for another restaurant which actually met the criteria instead disappointing like this one did .....he walks in the room with his food and hands me the pineapple they owed me ...LMFAO !!!!!! I'm like whatever at this point but ok atleast I got my pineapple now ....hmmmm I'm kinda hesitant bout eating it..???? Could they have done something to it for me being such a B**** ? Lol ...they should a gave me what I paid for then instead of having me pissed off enough to read them on yelp ..ok now its time for inspection I'm gonna eat my pineapple now but I'm still not doing business wit them again because what they did was totally unacceptable.,2015-10-02 01:55:33
wX8sdNxTaM5DnNAKfXHt2A,uSs86fdMuGIXua7VxXaclw,BXUqeFDqvTK2uL6sQd5YnQ,2,0,0,0,So we ordered thru door dash last night and when we started eating we noticed that EACH sandwich only had TWO pieces of coleslaw! (Talk about being stingy) The sauce was not even half way full. Why are you guys being so stingy?,2021-02-14 17:39:34
FIa_b7WaR4EKnggYS1WLXw,P1TSrGW9yMcDmIhzThBk3w,VlrSuulqTFeQfV2PToJGvg,5,0,0,0,"Nice food, delicious people, clean and friendly. There are not many options for Zephyrhills but aging seems much cleaner then the ""other"" Asian buffets in town.....   Spare ribs are great at dinner and the lo meins always a hit.   They even keep their fish tank spotless.   It's essentially the best Chinese buffet of 1992...",2015-08-04 21:26:35
4KHzNHOc8F7xK1qARpDZmA,bRCezPnjpoe6Mke6K8LZsg,Bf1cdbdHXi8Omlkc7KShkg,2,2,0,0,"Up to date:

It is no more, the owners cut their loss and left town.",2007-05-13 22:22:37
O_c2dg-yBJ5sSpM22GMK4g,xKxms3jD2-6HomwWFG9a2g,BXUqeFDqvTK2uL6sQd5YnQ,1,0,0,0,"We went at this location and unfortunately we were waiting for about 20 minutes and nobody is getting our order. They, apparently are backlogged and are cancelling doordash orders. Knowing that they launched a promo for National Fried Chicken Day, there was only 2 staff and one is cooking and the other one I don't know what he's doing in the other room. The one taking orders looks like new and doesn't know what he's doing. So we left and will try to go to the other location to try our luck.",2021-07-07 06:05:09
O2b01stwY8Y6cyYaLD4_Bg,v8v5sqR7fz_W6PdbC-M8_A,h5WHp4sVy7v1ezQ95Q5Aqg,4,3,1,1,"CLOSED   I gave my friends a GC to Grace Manor and they had to wait 1.5 hrs for their entree which although tasty was part cold and the meat was not a good cut .  My husband and I coincidentally were there on the same night and we were forewarned by our waiter that the chef was harried with the new spring menu and having difficulty getting the food to the guests in a timely manner. We decided to wait patiently and had to stop our waiter to ask for more drinks and to bring us the bread he promised when we ordered.  When our meal finally arrived it was delicious, although the steak had a massive amount of fat to cut away. The bacony potatoes tasted good even though they were obviously reheated.  The accompanied asparagus spears were perfect. I really like this restaurant and want it to succeed.  However, without a dollars off coupon I can't recommend it because the service and quality are not stable.",2012-03-25 05:01:24
2z7mMiC2krwaRJDf13xBOQ,4g9m61vli-09v0k0dMORJg,BXUqeFDqvTK2uL6sQd5YnQ,1,1,0,0,If you order thru door dash and it's this place please just cancel it and save yourself some money. Tonight I ordered from this location amd the chicken was hard and burnt!!!! I paid $3 for sauces that were not even filled up half way! Lazy people and the owners will make excuses. F this place,2021-03-07 09:34:29
J-BzNuNuUFDj87IN0Sf-ew,ILqHolTHi_YjcFZbFtetLQ,BXUqeFDqvTK2uL6sQd5YnQ,1,0,0,0,"The staff was too busy free styling to make our order. The order was cold and when I went back in a guy who did not work there was at the counter screwing around with the ""employees."" I was not satisfied at all with their service and will not be coming back...Save the 20 + mins, Canes is up the street",2021-09-26 08:54:09
