business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,photo_id,caption,label
IAQZu_JHv76rsgcHgZGbMA,Joe Sepie's,4402 Jefferson Hwy,New Orleans,LA,70121,29.959323,-90.1720183,3.0,5,0,"{'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'NoiseLevel': ""u'quiet'"", 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'none'"", 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'HasTV': 'True'}",Restaurants,,,,
vb9VqzcTk3pUWuyWwTV0tg,Pyramids Cafe,1000 Rivergate Pkwy,Goodlettsville,TN,37072,36.303462,-86.696914,4.0,8,1,"{'NoiseLevel': ""u'loud'"", 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'False'}",Restaurants,,,,
MjBfqjOH8tTZ3dBTpbMVmQ,Vfw Post 3944,10817 Midland Blvd,Saint Louis,MO,63114,38.703965,-90.398387,5.0,8,1,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'False', 'GoodForKids': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True'}",Restaurants,,DEqLCg7MHPBax99azGB4mA,Kareoke on a Friday night 7- 11 pm,inside
dOwN9-8QD4xwErNEMU_dMA,Waterside Cafe,"4925 Independence Pkwy, Ste 130",Tampa,FL,33634,27.9784761,-82.5499481,2.5,5,1,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'Caters': 'False', 'NoiseLevel': ""'loud'"", 'RestaurantsPriceRange2': '1', 'Alcohol': ""'none'"", 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'False', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}",Restaurants,"{'Friday': '6:30-11:0', 'Saturday': '6:30-11:0', 'Sunday': '6:30-11:0'}",,,
x2xQUz1YfOzy5A9FRuCpMw,Passage To India,1320 Walnut St,Philadelphia,PA,19107,39.9489511,-75.1630431,3.0,23,0,"{'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'Alcohol': ""'beer_and_wine'"", 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",Restaurants,,,,
fLZ8IpBPsDjFzl7zuXRZ9w,Zachs Famous Donair,7609 38 Ave NW,Edmonton,AB,T6K 3L6,53.4722697,-113.4504354,4.5,7,1,"{'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'False'}",Restaurants,,,,
TsohTE3w1br2m0Nb-tDRDA,Dairyland,501 S Main St,Dupo,IL,62239,38.514134,-90.209721,5.0,10,1,"{'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'Caters': 'False', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}",Restaurants,,,,
fLCEZNLO9CFDZd9ItF3sig,Arelis Restaurant,2198 River Ave,Camden,NJ,08105,39.9528591,-75.0966681,2.5,7,1,"{'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'False', 'RestaurantsAttire': ""'casual'"", 'HasTV': 'True', 'OutdoorSeating': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsDelivery': 'True'}",Restaurants,,,,
4qie_VdA-vTitNFl36F9Pw,Kelly's For Just About Anything,319 Main,Clearwater,FL,33755,28.0116750414,-82.7883693274,4.0,12,0,"{'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'True', 'GoodForKids': 'True', 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""u'loud'"", 'HasTV': 'False', 'RestaurantsDelivery': 'False', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': True, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}""}",Restaurants,,,,
yHtS6dj20tl3ht32w6K6Qw,Stateside Restaurant & Lounge,1114 State St,Santa Barbara,CA,93190,34.423044,-119.703208,2.5,10,0,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'BYOBCorkage': ""'no'"", 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True', 'GoodForKids': 'False', 'BusinessAcceptsCreditCards': 'True', 'HappyHour': 'True', 'RestaurantsDelivery': 'False'}",Restaurants,,,,
3tTVN74KJAN0z1DJ_dsE6w,Susie's Family Restaurant,6476 Ridge Rd,Port Richey,FL,34668,28.2792732,-82.7076932,4.5,13,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '1', 'WiFi': ""u'no'"", 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{u'breakfast': True, u'brunch': None, u'lunch': None, u'dinner': None, u'latenight': None, u'dessert': None}"", 'BikeParking': 'False', 'Alcohol': ""'none'"", 'HasTV': 'True', 'Ambience': ""{u'divey': None, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': False}"", 'BusinessParking': ""{u'valet': False, u'garage': None, u'street': False, u'lot': True, u'validated': None}""}",Restaurants,,,,
9dsBxz6xlVTjpNZXFQ7xuw,Jay's Crab House,701 E Baltimore Ave,Lansdowne,PA,19050,39.9407892,-75.2596751,2.5,6,1,,Restaurants,,,,
cUi8TwIH_dt91b_KfPRdTg,Bing Lau Chop Suey,3101 N Grand Blvd,Saint Louis,MO,63107,38.6587132,-90.2188773,4.5,6,1,"{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'none'"", 'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'WiFi': ""u'no'""}",Restaurants,,,,
HdV1pzSFK7kpgd60AKUHyQ,Buca Di Beppo,2301 Rt 38,Cherry Hill,NJ,08002,39.9394262,-75.0131112,3.0,10,0,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",Restaurants,,,,
gRHfRxTqaf_oUapIB9MMUA,Cosi,3828 Kennett Pike Ste A,Greenville,DE,19807,39.7752937,-75.5972641,3.0,8,0,,Restaurants,,,,
q7mT2AVq7uG_1kmph-NYXw,Seaside Inn Restaurant & Lounge,5330 Treadway Dr,Port Richey,FL,34668,28.2733478,-82.7264741,3.0,16,1,"{'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'WiFi': ""'free'"", 'BikeParking': 'True', 'RestaurantsReservations': 'False'}",Restaurants,,,,
qaPADjsU6c0Ufho0zdL6Yw,Azure,931 N 2nd St,Philadelphia,PA,19123,39.9648195,-75.1402322,3.5,22,0,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BYOBCorkage': ""'no'"", 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'Alcohol': ""'full_bar'"", 'RestaurantsPriceRange2': '2'}",Restaurants,,TPuLqXILkgmYORcz-W9Lxg,,food
Y16H2fSdBeriQgDD_A-aFw,Margaritaville Store,1 French Market Pl,New Orleans,LA,70116,29.9597761,-90.0597181,3.5,6,0,{'HasTV': 'False'},Restaurants,,,,
Bzsh379eU98B4IRDogy8Wg,Micron Cafeteria,8000 S Federal Way,Boise,ID,83716,43.503081,-116.116968,4.0,7,1,"{'NoiseLevel': ""u'loud'"", 'BusinessParking': 'None', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'GoodForKids': 'False', 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'True', 'HasTV': 'True'}",Restaurants,,,,
PG1L06w6sonKGsTJEbCZIQ,Kebab Gyros,3416 Nolensville Pike,Nashville,TN,37211,36.0989706,-86.7387889,4.5,10,1,"{'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'NoiseLevel': ""u'quiet'"", 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'none'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'OutdoorSeating': 'False', 'HasTV': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'None'}",Restaurants,,,,
7RSsRMQCO2l0GpGjlvEFfA,Ale Yard & Tap Grill,13310 - 137 Avenue NW,Edmonton,AB,T5L 4Z6,53.6002702,-113.5513966,2.0,23,0,"{'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'full_bar'"", 'Caters': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True', 'HasTV': 'True', 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'free'""}",Restaurants,,,,
vBxlK7iOH9klZsg-z2dUzA,Moore's Restaurant,7309 Old Saint Louis Rd,Belleville,IL,62223,38.546817,-90.053495,3.5,22,1,"{'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'True'}",Restaurants,,,,
hvPn075YLp6uy8tDC_ic3Q,Authentic Nashville,8 Hangar Ln,Nashville,TN,37214,36.1202640736,-86.6737144524,1.5,9,1,"{'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}",Restaurants,,,,
WAQJdnmEZqlBmYu-mlXFPA,Adam's Shawarma and Donair,12556-132 Avenue,Edmonton,AB,T5L 3P9,53.5922338,-113.5388205,3.0,5,0,,Restaurants,,,,
OAs42PSxiaPS25sO8Vtfiw,Lets Wok,6258 N Broad St,Philadelphia,PA,19141,40.0494003,-75.143,4.0,5,1,"{'RestaurantsPriceRange2': '1', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'False', 'RestaurantsDelivery': 'True', 'Caters': 'False', 'WiFi': ""'no'"", 'GoodForKids': 'False', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'False', 'BikeParking': 'True', 'HasTV': 'True'}",Restaurants,,,,
iLT6EshGvA9yMdLTqeIE_Q,Michael's Diner Restaurant,719 S Broadway,Pennsville,NJ,08070,39.61127,-75.501917,2.5,5,0,"{'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'Caters': 'True', 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'HasTV': 'True', 'Alcohol': ""u'none'"", 'OutdoorSeating': 'False', 'GoodForKids': 'True'}",Restaurants,"{'Monday': '6:0-22:0', 'Tuesday': '6:0-22:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-22:0', 'Friday': '6:0-22:0', 'Saturday': '6:0-22:0', 'Sunday': '6:0-22:0'}",,,
_odbPl91mJbD1a9ws74mnQ,Mias Eatery,18 W Airline Hwy,Kenner,LA,70062,29.9812383,-90.2748674,4.5,7,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}",Restaurants,,,,
rUqWq9jO9xtiRlDWItCdkg,Bistro Juliana,2723 E Cumberland St,Philadelphia,PA,19125,39.975071,-75.118352,4.0,14,0,"{'OutdoorSeating': 'True', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""'none'"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'GoodForKids': 'True'}",Restaurants,,,,
mfPb0TXKnhfjjvhbHBB-zw,Cannon's Restaurants,4141 Saint Charles Ave,New Orleans,LA,70115,29.926972,-90.0995949,3.5,8,0,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '3', 'Alcohol': ""u'full_bar'""}",Restaurants,,,,
ULAfzCa_T3IeaUAhhASJMw,A & A Steaks,6301 Haverford Ave,Philadelphia,PA,19151,39.9720589,-75.2451829,3.5,5,1,"{'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'False', 'BikeParking': 'True', 'Alcohol': ""u'none'"", 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'Caters': 'False', 'Ambience': ""{u'divey': None, u'hipster': None, u'casual': None, u'touristy': False, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}"", 'HasTV': 'True'}",Restaurants,,,,
